id,municipio,2020M08,2021M02,2021M08,2022M02,2022M08,2023M02,2023M08,2024M02
15019,Carballo,66,72,78,76,93,80,106,102
15020,Carnota,236,231,258,240,307,262,283,276
15021,Carral,7,4,4,3,5,6,6,4
15022,Cedeira,86,71,109,103,124,110,108,114
15023,Cee,79,75,71,65,89,87,120,93
15024,Cerceda,4,3,3,4,3,3,4,4
15025,Cerdido,1,0,0,0,1,1,2,2
15026,Cesuras,4,3,2,3,3,2,3,
15027,Coirós,9,5,6,6,8,8,9,10
15028,Corcubión,58,51,55,52,89,89,100,89
15029,Coristanco,3,3,2,2,4,4,8,11
15030,"Coruña, A",556,474,583,551,731,683,800,847
15031,Culleredo,29,31,30,28,27,25,27,33
15032,Curtis,4,4,5,5,6,7,7,7
15033,Dodro,5,6,8,10,13,12,14,14
15034,Dumbría,31,32,38,38,45,40,47,40
15035,Fene,10,9,7,7,10,11,15,14
15036,Ferrol,134,124,145,143,149,147,219,226
15037,Fisterra,185,168,205,192,244,230,282,261
15038,Frades,1,1,1,1,1,1,1,1
15039,Irixoa,12,9,9,7,9,9,16,13
15040,Laxe,70,66,83,86,106,96,132,128
15041,"Laracha, A",31,34,32,32,37,35,41,38
15042,Lousame,6,5,5,4,4,6,9,10
15043,Malpica de Bergantiños,85,84,107,135,131,133,175,168
15044,Mañón,26,24,36,36,42,41,59,61
15045,Mazaricos,14,14,20,19,29,28,31,33
15046,Melide,26,25,33,33,47,50,48,53
15047,Mesía,2,1,1,1,1,1,2,2
15048,Miño,79,78,88,87,108,101,135,110
15049,Moeche,0,0,0,1,1,1,4,2
15050,Monfero,10,8,6,9,9,6,6,6
15051,Mugardos,18,14,16,17,22,17,18,21
15052,Muxía,100,84,121,102,153,134,172,157
15053,Muros,128,130,141,137,155,149,192,186
15054,Narón,21,18,18,12,14,15,21,25
15055,Neda,2,2,2,2,7,9,9,8
15056,Negreira,10,10,7,6,11,11,15,21
15057,Noia,48,39,55,56,66,59,80,71
15058,Oleiros,157,145,155,139,155,128,133,122
15059,Ordes,7,6,10,9,14,16,14,21
15060,Oroso,22,22,25,17,20,30,30,33
15061,Ortigueira,116,98,135,124,151,138,172,175
15062,Outes,61,59,63,59,80,79,65,66
15063,Oza dos Ríos,8,7,6,7,6,10,8,
15064,Paderne,18,13,14,13,17,13,18,23
15065,Padrón,39,41,47,44,62,59,80,81
15066,"Pino, O",24,16,26,23,43,40,50,47
15067,"Pobra do Caramiñal, A",58,44,59,59,71,82,107,107
15068,Ponteceso,55,44,55,59,78,70,86,85
15069,Pontedeume,30,36,42,45,55,53,58,63
15070,"Pontes de García Rodríguez, As",3,2,2,2,6,10,8,19
15071,Porto do Son,143,126,155,147,187,158,193,185
15072,Rianxo,51,52,52,49,54,49,56,65
15073,Ribeira,184,173,216,203,263,262,298,294
15074,Rois,9,8,9,9,12,13,13,9
15075,Sada,71,65,70,64,87,81,91,92
15076,San Sadurniño,6,7,6,8,9,8,9,10
15077,Santa Comba,4,4,7,6,11,10,14,15
15078,Santiago de Compostela,759,658,699,599,628,480,580,619
15079,Santiso,11,11,12,12,14,12,6,9
15080,Sobrado,5,6,7,8,9,6,6,6
15081,"Somozas, As",1,2,2,2,1,1,0,1
15082,Teo,38,45,39,38,53,51,57,51
15083,Toques,0,0,0,1,1,2,4,4
15084,Tordoia,0,0,0,0,0,0,2,3
15085,Touro,12,12,13,13,13,13,14,17
15086,Trazo,4,4,4,4,4,4,4,5
15087,Valdoviño,64,64,71,73,101,94,117,117
15088,Val do Dubra,13,11,14,10,14,10,12,11
15089,Vedra,10,13,13,15,15,15,19,20
15090,Vilasantar,1,1,1,2,1,1,1,1
15091,Vilarmaior,9,6,5,4,5,4,9,10
15092,Vimianzo,37,27,40,47,59,51,61,58
15093,Zas,11,11,12,12,17,15,19,16
15901,Cariño,55,53,58,57,57,50,66,65
15902,Oza-Cesuras,,,,,,,,15
16,Cuenca,643,600,679,646,702,749,785,876
16,País Vasco,4598,4016,4354,3995,4693,4353,5121,5140
16001,Abia de la Obispalía,0,0,0,0,0,0,0,0
16002,"Acebrón, El",0,0,0,0,0,1,1,2
16003,Alarcón,4,2,3,3,4,4,4,4
16004,Albaladejo del Cuende,0,0,0,0,0,0,0,0
16005,Albalate de las Nogueras,1,1,1,1,0,0,0,0
16006,Albendea,0,0,0,0,0,0,0,0
16007,"Alberca de Záncara, La",0,0,0,0,0,0,0,1
16008,Alcalá de la Vega,0,0,0,0,0,0,0,0
16009,Alcantud,0,0,0,0,0,0,0,0
16010,Alcázar del Rey,0,0,0,0,0,0,0,0
16011,Alcohujate,0,0,0,0,0,0,0,0
16012,Alconchel de la Estrella,1,1,1,1,1,1,2,2
16013,Algarra,0,0,0,0,0,0,3,3
16014,Aliaguilla,1,1,1,1,0,0,0,0
16015,"Almarcha, La",1,1,1,1,1,1,1,2
16016,Almendros,0,0,0,0,0,0,0,0
16017,Almodóvar del Pinar,1,1,1,1,1,1,1,1
16018,Almonacid del Marquesado,1,1,1,0,1,0,0,0
16019,Altarejos,1,1,1,1,1,1,1,4
16020,Arandilla del Arroyo,0,0,0,1,2,5,5,0
16022,Arcos de la Sierra,0,0,0,0,0,0,0,0
16023,Chillarón de Cuenca,3,4,4,6,5,6,7,6
16024,Arguisuelas,0,0,0,0,0,0,0,2
16025,Arrancacepas,0,0,0,0,0,0,0,0
16026,Atalaya del Cañavate,0,0,0,0,0,0,0,1
16027,Barajas de Melo,0,0,0,0,1,1,2,1
16029,Barchín del Hoyo,0,0,0,0,0,0,0,0
16030,Bascuñana de San Pedro,0,0,0,0,0,0,0,0
16031,Beamud,5,6,6,3,3,3,3,4
16032,Belinchón,0,0,0,0,0,0,0,0
16033,Belmonte,15,15,14,13,15,12,15,19
16034,Belmontejo,0,0,0,0,0,0,0,0
16035,Beteta,17,17,19,19,16,17,20,31
16036,Boniches,1,1,1,0,1,1,2,4
16038,Buciegas,0,0,0,0,0,0,0,0
16039,Buenache de Alarcón,0,1,0,0,0,0,0,0
16040,Buenache de la Sierra,3,4,4,3,3,3,3,3
16041,Buendía,17,6,13,12,9,7,14,14
16042,Campillo de Altobuey,0,0,0,0,0,1,2,1
16043,Campillos-Paravientos,1,0,1,0,3,3,3,3
16044,Campillos-Sierra,0,0,0,0,0,0,0,0
16045,Canalejas del Arroyo,0,0,0,0,0,0,0,0
16046,Cañada del Hoyo,4,4,3,5,5,4,6,3
16047,Cañada Juncosa,0,0,0,0,0,0,0,1
16048,Cañamares,4,4,4,4,4,4,5,6
16049,"Cañavate, El",0,0,0,0,0,1,1,2
16050,Cañaveras,3,3,3,4,3,3,2,2
16051,Cañaveruelas,0,0,0,0,0,0,0,0
16052,Cañete,2,2,2,2,3,4,4,5
16053,Cañizares,7,7,7,7,1,8,6,6
16055,Carboneras de Guadazaón,7,7,3,3,5,6,8,9
16056,Cardenete,4,4,5,5,6,6,2,3
16057,Carrascosa,5,2,2,5,0,2,0,0
16058,Carrascosa de Haro,0,0,0,0,0,0,0,0
16060,Casas de Benítez,1,0,0,0,1,1,2,2
16061,Casas de Fernando Alonso,3,2,2,2,3,3,5,5
16062,Casas de Garcimolina,0,0,0,0,0,0,0,0
16063,Casas de Guijarro,0,0,0,0,0,0,0,0
16064,Casas de Haro,0,0,0,0,0,0,0,0
16065,Casas de los Pinos,1,2,5,5,8,9,8,8
16066,Casasimarro,0,0,0,0,0,0,3,1
16067,Castejón,0,0,0,0,0,0,0,0
16068,Castillejo de Iniesta,0,0,0,0,0,0,0,0
16070,Castillejo-Sierra,1,1,0,0,0,0,0,0
16071,Castillo-Albaráñez,0,0,0,0,0,0,0,0
16072,Castillo de Garcimuñoz,0,0,1,1,1,1,1,1
16073,Cervera del Llano,2,2,1,1,1,1,0,1
16074,"Cierva, La",0,0,0,0,0,0,0,0
16078,Cuenca,255,245,283,260,300,294,299,333
16079,Cueva del Hierro,0,0,0,0,0,0,0,0
16081,Chumillas,0,0,0,0,0,0,0,0
16082,Enguídanos,9,9,12,12,16,14,13,13
16083,Fresneda de Altarejos,0,0,0,0,0,0,0,0
16084,Fresneda de la Sierra,0,0,0,0,0,0,0,0
16085,"Frontera, La",0,0,0,0,0,0,0,1
16086,Fuente de Pedro Naharro,1,1,1,1,1,1,0,0
16087,Fuentelespino de Haro,7,7,2,2,2,2,2,7
16088,Fuentelespino de Moya,0,0,0,0,0,0,0,0
16089,Fuentes,0,0,0,0,4,4,4,4
16091,Fuertescusa,0,0,0,0,0,0,1,1
16092,Gabaldón,0,0,0,0,0,0,0,0
16093,Garaballa,0,0,0,0,0,0,0,0
16094,Gascueña,0,0,0,0,0,0,0,0
16095,Graja de Campalbo,0,0,0,0,0,0,0,0
16096,Graja de Iniesta,1,1,1,1,1,2,2,2
16097,Henarejos,0,0,0,0,0,0,0,0
16098,"Herrumblar, El",0,0,0,0,1,0,1,2
16099,"Hinojosa, La",0,0,0,0,0,0,0,0
16100,"Hinojosos, Los",0,0,0,0,0,0,0,0
16101,"Hito, El",0,0,0,0,0,0,0,0
16102,Honrubia,0,0,0,0,0,0,0,0
16103,Hontanaya,0,0,0,0,0,0,0,0
16104,Hontecillas,0,0,0,0,0,0,0,0
16106,Horcajo de Santiago,0,0,0,0,0,1,1,0
16107,Huélamo,5,4,5,5,5,6,6,6
16108,Huelves,0,1,1,1,1,1,1,0
16109,Huérguina,0,0,0,0,0,0,0,0
16110,Huerta de la Obispalía,0,0,0,0,0,0,0,0
16111,Huerta del Marquesado,2,2,2,2,2,2,1,2
16112,Huete,12,11,11,10,10,6,6,7
16113,Iniesta,1,1,1,0,0,3,1,2
16115,Laguna del Marquesado,0,0,0,0,0,0,0,1
16116,Lagunaseca,0,0,0,0,0,0,0,0
16117,Landete,1,1,1,1,1,1,1,2
16118,Ledaña,0,0,0,0,1,1,2,3
16119,Leganiel,0,0,0,0,0,1,1,1
16121,"Majadas, Las",13,12,18,13,12,14,14,14
16122,Mariana,1,1,0,3,3,3,3,3
16123,Masegosa,0,0,0,0,0,0,0,0
16124,"Mesas, Las",0,0,0,0,2,2,1,2
16125,Minglanilla,1,1,4,2,2,1,1,1
16126,Mira,1,0,1,1,1,3,3,2
16128,Monreal del Llano,0,0,0,1,1,2,2,1
16129,Montalbanejo,0,0,0,0,0,0,0,0
16130,Montalbo,1,1,1,1,1,1,1,1
16131,Monteagudo de las Salinas,0,0,0,0,0,2,2,1
16132,Mota de Altarejos,0,0,0,0,0,0,0,0
16133,Mota del Cuervo,14,15,19,19,21,29,27,41
16134,Motilla del Palancar,3,2,2,3,1,2,2,7
16135,Moya,1,1,1,1,1,2,2,2
16137,Narboneta,0,0,0,0,0,0,0,0
16139,Olivares de Júcar,1,1,0,0,1,1,1,1
16140,Olmeda de la Cuesta,0,0,0,0,0,0,0,0
16141,Olmeda del Rey,0,0,0,0,0,0,0,0
16142,Olmedilla de Alarcón,0,0,0,0,0,0,0,0
16143,Olmedilla de Eliz,0,0,0,0,0,0,0,0
16145,Osa de la Vega,0,0,0,0,0,0,0,0
16146,Pajarón,0,0,0,0,0,0,0,0
16147,Pajaroncillo,2,2,2,2,2,3,3,4
16148,Palomares del Campo,1,1,1,1,1,1,1,1
16149,Palomera,9,4,11,9,13,13,10,12
16150,Paracuellos,0,0,1,1,1,1,1,1
16151,Paredes,0,0,0,0,0,0,0,0
16152,"Parra de las Vegas, La",0,0,0,0,0,0,0,0
16153,"Pedernoso, El",1,0,1,1,1,1,0,0
16154,"Pedroñeras, Las",0,0,0,0,0,0,0,1
16155,"Peral, El",2,2,2,2,2,2,3,4
16156,"Peraleja, La",0,0,0,0,0,0,0,0
16157,"Pesquera, La",0,0,0,0,0,0,0,0
16158,"Picazo, El",1,0,0,1,1,1,1,2
16159,Pinarejo,0,0,0,0,0,0,0,0
16160,Pineda de Gigüela,0,0,0,0,0,0,0,0
16161,Piqueras del Castillo,2,1,1,1,1,1,1,1
16162,Portalrubio de Guadamejud,0,0,0,0,0,0,0,0
16163,Portilla,0,0,0,0,0,0,0,0
16165,Poyatos,1,1,1,1,1,1,1,0
16166,Pozoamargo,4,3,3,4,3,5,5,5
16167,Pozorrubio de Santiago,0,0,0,0,0,0,0,0
16169,"Pozuelo, El",0,0,0,0,0,0,0,0
16170,Priego,4,3,3,3,3,4,4,4
16171,"Provencio, El",3,4,3,3,2,2,1,1
16172,Puebla de Almenara,2,3,4,4,4,7,7,5
16173,"Valle de Altomira, El",3,0,0,0,1,0,0,1
16174,Puebla del Salvador,0,0,1,1,1,1,1,1
16175,Quintanar del Rey,1,2,2,2,1,1,2,2
16176,Rada de Haro,2,2,2,3,3,3,3,3
16177,Reíllo,0,0,0,0,0,0,0,0
16181,Rozalén del Monte,0,0,0,0,0,0,0,2
16185,Saceda-Trasierra,0,0,0,0,0,0,0,0
16186,Saelices,0,0,0,0,0,0,1,1
16187,Salinas del Manzano,0,0,0,0,0,0,0,0
16188,Salmeroncillos,0,0,0,0,0,0,0,0
16189,Salvacañete,2,2,2,2,2,2,2,2
16190,San Clemente,5,4,3,3,4,3,5,3
16191,San Lorenzo de la Parrilla,0,0,0,0,0,0,0,0
16192,San Martín de Boniches,0,0,0,0,1,1,0,0
16193,San Pedro Palmiches,1,1,2,2,1,2,1,1
16194,Santa Cruz de Moya,7,4,7,7,7,7,6,5
16195,Santa María del Campo Rus,2,2,2,2,2,2,3,3
16196,Santa María de los Llanos,0,0,0,0,1,2,2,2
16197,Santa María del Val,0,0,0,0,0,0,0,0
16198,Sisante,1,1,1,0,0,1,0,1
16199,Solera de Gabaldón,0,0,0,0,0,0,0,0
16202,Talayuelas,4,5,5,3,3,2,2,3
16203,Tarancón,3,4,4,4,3,4,4,2
16204,Tébar,0,0,0,0,0,0,0,0
16205,Tejadillos,0,0,0,0,0,0,0,0
16206,Tinajas,0,0,0,0,0,0,0,0
16209,Torralba,1,1,1,1,1,1,1,1
16211,Torrejoncillo del Rey,1,1,1,1,1,1,1,1
16212,Torrubia del Campo,0,1,1,1,0,0,1,1
16213,Torrubia del Castillo,0,0,0,0,0,0,0,0
16215,Tragacete,4,4,4,5,10,14,15,16
16216,Tresjuncos,2,2,0,0,0,0,1,1
16217,Tribaldos,0,0,0,0,0,0,0,0
16218,Uclés,3,3,4,4,4,5,4,4
16219,Uña,7,6,7,7,4,7,9,6
16224,Valdemeca,1,1,1,1,1,1,2,2
16225,Valdemorillo de la Sierra,0,0,0,0,0,0,0,0
16227,Valdemoro-Sierra,2,2,1,1,2,2,2,2
16228,Valdeolivas,1,1,0,0,0,0,0,0
16231,Valhermoso de la Fuente,0,0,0,0,0,0,0,0
16234,Valsalobre,0,0,0,0,0,0,0,0
16236,Valverde de Júcar,3,3,2,2,1,1,1,1
16237,Valverdejo,0,0,0,0,0,0,0,0
16238,Vara de Rey,0,0,1,1,1,1,1,1
16239,Vega del Codorno,5,5,5,5,5,8,8,8
16240,Vellisca,0,0,0,0,0,0,0,0
16242,Villaconejos de Trabaque,0,0,0,0,0,0,0,0
16243,Villaescusa de Haro,1,2,1,1,1,1,1,1
16244,Villagarcía del Llano,0,0,0,0,0,0,0,0
16245,Villalba de la Sierra,23,29,34,35,32,37,44,37
16246,Villalba del Rey,0,0,0,0,0,0,0,0
16247,Villalgordo del Marquesado,0,0,0,0,0,0,0,0
16248,Villalpardo,0,0,0,0,0,0,0,0
16249,Villamayor de Santiago,3,0,1,1,2,2,2,4
16250,Villanueva de Guadamejud,0,0,0,0,0,0,0,0
16251,Villanueva de la Jara,4,3,4,4,4,2,1,2
16253,Villar de Cañas,0,0,1,1,1,1,3,3
16254,Villar de Domingo García,1,1,1,1,1,1,1,1
16255,Villar de la Encina,1,1,1,1,1,2,1,1
16258,Villar del Humo,1,0,1,1,1,0,0,0
16259,Villar del Infantado,0,0,0,0,0,0,0,0
16263,Villar de Olalla,7,7,8,6,8,4,7,9
16264,Villarejo de Fuentes,0,0,0,0,0,1,1,0
16265,Villarejo de la Peñuela,0,0,0,0,0,0,0,1
16266,Villarejo-Periesteban,0,0,0,0,0,0,0,0
16269,Villares del Saz,1,0,0,1,0,0,0,1
16270,Villarrubio,0,0,0,0,0,0,0,0
16271,Villarta,0,0,1,2,2,1,1,1
16272,Villas de la Ventosa,3,3,3,2,2,0,0,0
16273,Villaverde y Pasaconsol,1,0,0,0,0,0,0,0
16274,Víllora,0,0,0,0,0,0,0,0
16275,Vindel,0,0,0,0,0,0,0,0
16276,Yémeda,0,0,0,0,0,0,0,0
16277,Zafra de Záncara,6,6,6,6,6,6,6,6
16278,Zafrilla,0,0,0,0,0,0,0,1
16279,Zarza de Tajo,0,0,0,0,0,0,0,0
16280,Zarzuela,1,1,1,1,1,1,1,2
16901,Campos del Paraíso,1,1,1,1,1,1,1,1
16902,Valdetórtola,4,4,4,4,4,4,4,4
16903,"Valeras, Las",15,15,16,13,14,15,16,17
16904,Fuentenava de Jábaga,9,9,9,6,6,6,5,6
16905,Arcas,14,10,13,14,17,24,27,31
16906,"Valdecolmenas, Los",1,1,1,1,1,1,1,1
16908,Pozorrubielos de la Mancha,1,1,1,1,0,0,0,0
16909,Sotorribas,5,5,3,3,3,3,3,3
16910,Villar y Velasco,0,0,0,0,0,0,0,0
17,Girona,22106,19137,21438,18033,20298,18498,21632,20721
17,"Rioja, La",1139,1061,1110,1050,1155,1105,1228,1263
17001,Agullana,11,8,9,9,11,9,10,10
17002,Aiguaviva,3,2,2,2,2,2,2,2
17003,Albanyà,9,9,5,4,6,5,5,8
17004,Albons,24,18,24,26,25,27,26,29
17005,"Far d'Empordà, El",0,0,0,0,0,0,0,0
17006,Alp,101,96,117,123,130,149,158,160
17007,Amer,10,11,13,13,13,11,11,11
17008,Anglès,10,9,8,10,11,11,11,12
17009,Arbúcies,31,35,33,37,38,38,37,45
17010,Argelaguer,10,9,9,10,9,8,12,8
17011,"Armentera, L'",23,19,20,19,17,17,22,19
17012,Avinyonet de Puigventós,4,4,5,5,6,4,4,3
17013,Begur,1095,1032,1010,786,903,874,948,953
17014,"Vajol, La",2,1,2,2,2,2,2,1
17015,Banyoles,50,43,62,58,63,74,72,77
17016,Bàscara,12,11,11,10,9,13,16,15
17018,Bellcaire d'Empordà,18,20,18,16,20,20,22,21
17019,Besalú,29,30,31,30,34,35,42,37
17020,Bescanó,15,13,11,13,16,15,18,16
17021,Beuda,10,14,11,11,11,16,15,19
17022,"Bisbal d'Empordà, La",34,38,35,35,37,32,34,29
17023,Blanes,619,539,599,496,565,510,600,560
17024,Bolvir,18,16,20,18,17,16,13,11
17025,Bordils,7,7,8,7,8,3,4,5
17026,Borrassà,8,9,8,7,7,4,5,5
17027,Breda,3,3,3,3,8,6,6,7
17028,Brunyola i Sant Martí Sapresa,2,3,3,3,6,5,6,6
17029,Boadella i les Escaules,3,2,5,4,4,4,4,2
17030,Cabanes,3,3,2,1,4,3,5,4
17031,Cabanelles,5,8,7,7,12,10,12,12
17032,Cadaqués,492,408,484,386,534,420,522,519
17033,Caldes de Malavella,47,47,55,55,56,50,59,55
17034,Calonge i Sant Antoni,883,755,863,650,729,697,837,766
17035,Camós,6,5,5,3,2,6,4,4
17036,Campdevànol,15,12,10,10,14,7,10,9
17037,Campelles,11,13,13,11,11,12,12,9
17038,Campllong,0,0,0,0,0,0,1,1
17039,Camprodon,62,61,65,59,77,85,106,116
17040,Canet d'Adri,4,4,5,6,6,6,6,8
17041,Cantallops,14,14,19,12,14,14,15,15
17042,Capmany,10,14,12,9,9,11,11,9
17043,Queralbs,12,12,14,13,12,12,12,12
17044,Cassà de la Selva,11,13,13,11,9,8,8,10
17046,Castellfollit de la Roca,13,13,14,15,15,18,18,17
17047,Castelló d'Empúries,1774,1540,1641,1394,1521,1382,1738,1615
17048,"Castell d'Aro, Platja d'Aro i s'Agaró",1205,1018,1209,933,1143,931,1227,1174
17049,Celrà,9,6,7,7,7,7,10,10
17050,Cervià de Ter,1,1,2,2,2,2,2,1
17051,Cistella,18,12,17,15,14,8,7,6
17052,Siurana,6,6,3,3,3,7,3,4
17054,Colera,40,40,34,33,36,31,42,44
17055,Colomers,9,5,7,5,4,6,3,4
17056,Cornellà del Terri,19,21,19,17,16,16,19,19
17057,Corçà,26,24,28,23,21,18,18,20
17058,Crespià,9,6,6,4,3,2,6,7
17060,Darnius,13,12,13,12,15,14,17,17
17061,Das,9,6,9,8,6,7,7,7
17062,"Escala, L'",1404,1060,1337,1097,1301,1107,1433,1383
17063,Espinelves,5,5,5,5,5,6,6,3
17064,Espolla,3,3,6,5,5,7,7,7
17065,Esponellà,4,3,6,7,9,10,10,10
17066,Figueres,126,128,139,131,138,139,148,154
17067,Flaçà,1,1,0,0,1,1,2,2
17068,Foixà,10,8,8,11,8,8,8,7
17069,Fontanals de Cerdanya,26,27,28,32,28,21,29,24
17070,Fontanilles,7,7,8,6,6,3,4,3
17071,Fontcoberta,9,9,13,12,15,14,10,11
17073,Fornells de la Selva,8,6,7,6,6,6,6,7
17074,Fortià,6,3,6,3,7,6,7,5
17075,Garrigàs,10,11,10,11,8,7,9,8
17076,Garrigoles,8,9,7,5,9,8,8,7
17077,Garriguella,27,27,28,22,23,19,20,21
17078,Ger,29,23,32,28,29,24,24,22
17079,Girona,473,410,427,416,409,422,426,484
17080,Gombrèn,7,7,7,7,7,7,4,8
17081,Gualta,15,15,15,13,14,13,16,20
17082,Guils de Cerdanya,12,9,13,11,14,14,13,13
17083,Hostalric,3,3,3,4,6,6,6,7
17084,Isòvol,11,8,14,9,15,15,14,15
17085,Jafre,4,4,3,1,2,3,5,3
17086,"Jonquera, La",0,2,1,1,2,1,0,5
17087,Juià,1,0,1,1,3,3,2,3
17088,Lladó,8,4,8,9,8,7,8,6
17089,Llagostera,29,29,37,31,34,36,40,34
17090,Llambilles,7,6,7,7,4,4,4,5
17091,Llanars,8,7,9,9,11,9,10,9
17092,Llançà,680,553,605,505,623,581,680,583
17093,Llers,6,5,11,7,6,6,5,6
17094,Llívia,49,42,52,43,62,59,67,60
17095,Lloret de Mar,2015,1831,2058,1754,1823,1566,1756,1713
17096,"Llosses, Les",5,7,7,6,6,7,7,9
17097,Madremanya,9,9,7,7,10,10,14,16
17098,Maià de Montcal,21,17,13,17,14,11,14,19
17099,Meranges,2,1,2,1,3,2,3,2
17100,Masarac,4,5,2,2,4,5,3,2
17101,Massanes,7,7,6,5,7,7,7,9
17102,Maçanet de Cabrenys,18,18,13,13,10,7,9,10
17103,Maçanet de la Selva,102,96,109,72,70,69,83,86
17105,Mieres,9,7,4,2,2,1,5,5
17106,Mollet de Peralada,2,2,2,2,3,2,2,2
17107,Molló,11,7,10,7,18,22,27,27
17109,Montagut i Oix,21,21,25,26,23,22,28,28
17110,Mont-ras,28,25,35,26,25,16,23,24
17111,Navata,28,26,27,26,31,32,36,35
17112,Ogassa,5,5,8,5,6,5,4,4
17114,Olot,86,90,90,93,100,94,104,102
17115,Ordis,2,2,3,3,2,3,2,3
17116,Osor,16,17,15,16,17,16,15,13
17117,Palafrugell,1318,1177,1183,1073,1144,1073,1161,1074
17118,Palamós,590,447,568,447,545,480,578,552
17119,Palau de Santa Eulàlia,0,0,0,0,0,0,3,4
17120,Palau-saverdera,53,55,50,52,52,54,67,67
17121,Palau-sator,14,15,19,16,15,17,19,18
17123,Palol de Revardit,2,2,2,1,1,1,2,2
17124,Pals,657,560,609,536,587,558,652,614
17125,Pardines,3,3,3,3,4,5,5,5
17126,Parlavà,13,13,10,10,10,6,6,5
17128,Pau,23,22,22,19,25,24,23,24
17129,Pedret i Marzà,5,5,1,1,1,2,3,1
17130,"Pera, La",9,11,11,17,24,9,8,6
17132,Peralada,25,21,31,25,28,32,34,30
17133,"Planes d'Hostoles, Les",29,31,26,26,23,30,23,25
17134,Planoles,14,11,11,10,10,9,8,10
17135,Pont de Molins,5,6,7,7,7,7,6,6
17136,Pontós,11,11,7,6,6,5,4,5
17137,Porqueres,18,23,18,12,10,9,10,17
17138,Portbou,28,26,32,28,32,34,38,53
17139,"Preses, Les",6,5,6,5,6,5,5,6
17140,"Port de la Selva, El",170,168,173,167,179,177,187,171
17141,Puigcerdà,96,93,113,105,121,126,147,156
17142,Quart,6,7,7,4,5,3,6,12
17143,Rabós,8,8,13,12,12,10,16,17
17144,Regencós,17,17,18,11,13,13,15,11
17145,Ribes de Freser,53,51,56,52,57,64,64,62
17146,Riells i Viabrea,11,11,11,11,9,7,10,9
17147,Ripoll,16,20,23,19,22,24,37,32
17148,Riudarenes,13,12,15,12,18,12,14,12
17149,Riudaura,6,5,5,5,5,6,6,7
17150,Riudellots de la Selva,0,3,3,2,2,0,0,1
17151,Riumors,8,10,11,10,15,16,14,19
17152,Roses,2585,2154,2510,2048,2292,2181,2513,2339
17153,Rupià,12,9,12,11,12,10,10,11
17154,Sales de Llierca,17,19,20,23,21,19,15,15
17155,Salt,13,13,11,10,14,13,8,11
17157,Sant Andreu Salou,1,2,6,5,4,0,0,0
17158,Sant Climent Sescebes,6,6,5,5,7,7,4,7
17159,Sant Feliu de Buixalleu,8,5,5,5,7,6,6,4
17160,Sant Feliu de Guíxols,637,519,596,480,602,433,632,543
17161,Sant Feliu de Pallerols,8,8,10,10,12,10,14,16
17162,Sant Ferriol,10,10,11,11,17,15,16,18
17163,Sant Gregori,8,7,6,7,10,8,11,11
17164,Sant Hilari Sacalm,15,17,18,19,20,29,31,29
17165,Sant Jaume de Llierca,8,8,6,6,7,9,10,11
17166,Sant Jordi Desvalls,18,14,15,16,15,16,18,17
17167,Sant Joan de les Abadesses,31,26,31,34,34,35,36,39
17168,Sant Joan de Mollet,1,1,1,1,1,1,1,1
17169,Sant Julià de Ramis,6,3,10,6,12,12,10,10
17170,Vallfogona de Ripollès,3,2,2,1,2,2,2,2
17171,Sant Llorenç de la Muga,3,6,5,5,5,5,5,4
17172,Sant Martí de Llémena,9,13,13,10,11,9,11,11
17173,Sant Martí Vell,4,4,4,4,3,3,3,2
17174,Sant Miquel de Campmajor,5,3,6,6,2,4,2,4
17175,Sant Miquel de Fluvià,9,6,5,6,4,4,4,4
17176,Sant Mori,9,9,9,8,8,8,11,11
17177,Sant Pau de Segúries,14,15,13,13,14,13,15,16
17178,Sant Pere Pescador,113,102,93,77,77,83,85,86
17180,Santa Coloma de Farners,14,14,16,15,18,22,19,22
17181,Santa Cristina d'Aro,191,168,185,156,180,162,210,215
17182,Santa Llogaia d'Àlguema,1,1,0,0,0,0,0,0
17183,Sant Aniol de Finestres,10,10,10,9,10,11,10,10
17184,Santa Pau,29,29,31,31,32,26,29,35
17185,Sant Joan les Fonts,12,11,8,10,11,11,14,10
17186,Sarrià de Ter,1,3,2,2,3,2,0,1
17187,"Saus, Camallera i Llampaies",29,30,32,29,28,23,31,34
17188,"Selva de Mar, La",15,14,19,16,14,13,18,17
17189,"Cellera de Ter, La",8,10,10,10,10,8,9,10
17190,Serinyà,6,7,8,9,8,7,6,4
17191,Serra de Daró,2,2,2,2,4,5,6,3
17192,Setcases,27,24,22,23,23,26,29,26
17193,Sils,46,52,54,41,32,34,31,38
17194,Susqueda,4,5,5,4,9,8,10,10
17195,"Tallada d'Empordà, La",15,17,22,22,21,22,18,12
17196,Terrades,9,9,9,5,7,7,8,9
17197,Torrent,4,4,5,4,3,5,5,4
17198,Torroella de Fluvià,27,19,22,14,13,16,17,15
17199,Torroella de Montgrí,1181,881,1101,921,1041,967,1110,1052
17200,Tortellà,10,8,4,4,7,7,7,7
17201,Toses,9,11,10,10,11,11,14,13
17202,Tossa de Mar,839,640,772,612,744,622,753,706
17203,Ultramort,6,6,7,5,4,7,6,4
17204,Ullà,13,15,15,14,16,16,17,20
17205,Ullastret,12,14,18,17,17,15,13,14
17206,Urús,5,5,6,6,7,9,9,9
17207,"Vall d'en Bas, La",31,33,39,31,36,35,41,39
